           1     9.62064     9.62064           0
           2     9.65503     9.63784   0.0121595
           3     9.63804     9.63791  0.00810653
           4     9.59637     9.62752   0.0108557
           5     9.63644      9.6293  0.00882982
           6     9.59413     9.62344  0.00909854
           7     9.62739     9.62401   0.0078162
           8     9.66272     9.62885   0.0082019
           9     9.64339     9.63046  0.00744807
          10      9.5944     9.62685  0.00752594
          11     9.62506     9.62669  0.00684353
          12     9.67944     9.63109   0.0075543
          13     9.62743     9.63081  0.00697844
          14      9.6071     9.62911  0.00668228
          15     9.64161     9.62995  0.00628854
          16     9.61664     9.62911  0.00595028
          17     9.63957     9.62973  0.00563193
          18     9.61751     9.62905  0.00535977
          19     9.63949      9.6296  0.00510575
          20     9.57611     9.62693  0.00550658
           1     2.00578     2.00578           0
           2     2.18242      2.0941   0.0624509
           3     2.14167     2.10996   0.0436011
           4     2.22416     2.13851    0.040997
           5     2.06295      2.1234   0.0354735
           6     1.88465     2.08361    0.046833
           7     2.13106     2.09038   0.0406302
           8      2.1752     2.10099   0.0369087
           9     2.09584     2.10041   0.0328121
          10     2.24014     2.11439   0.0323693
          11     2.08376      2.1116   0.0295462
          12     2.09849     2.11051   0.0271042
          13     2.32526     2.12703   0.0296285
          14     2.11723     2.12633   0.0275205
          15     2.13464     2.12688   0.0256913
          16     1.90439     2.11298   0.0275935
          17     2.10036     2.11223   0.0259804
          18     2.12223     2.11279    0.024543
          19     2.14343      2.1144   0.0233041
          20     2.18948     2.11816   0.0224392
           1   0.0491385   0.0491385           0
           2   0.0487241   0.0489313 0.000146493
           3   0.0504669   0.0494432 0.000429192
           4   0.0498098   0.0495348 0.000331539
           5   0.0488133   0.0493905 0.000294966
           6   0.0492842   0.0493728 0.000246337
           7   0.0507331   0.0495671 0.000277401
           8   0.0496902   0.0495825 0.000243152
           9   0.0488199   0.0494978 0.000230429
          10   0.0488053   0.0494285 0.000217543
          11   0.0491602   0.0494041  0.00019913
          12   0.0479446   0.0492825 0.000216517
          13    0.048834    0.049248 0.000202592
          14   0.0494715    0.049264 0.000188749
          15    0.049975   0.0493114 0.000182021
          16   0.0492753   0.0493091 0.000170658
          17   0.0494114   0.0493151 0.000160725
          18   0.0496686   0.0493348 0.000152991
          19   0.0481488   0.0492723 0.000157157
          20   0.0493172   0.0492746 0.000149315
