30.3404	33.962
26.1894	29.5183
24.9353	26.0579
23.6625	24.6786
22.5333	23.3838
21.6559	22.3791
20.4945	21.4927
20.2611	20.4315
19.6145	20.2192
18.3157	19.5164
17.6688	18.2243
17.4675	17.6562
16.4998	17.3844
16.2812	16.4259
15.349	16.0503
15.1694	15.3385
15.1593	15.1682
14.9116	15.0443
13.7742	14.824
12.9838	13.6634
12.4358	12.9488
12.1565	12.3045
12.0081	12.1303
11.7186	11.9687
11.4463	11.7133
11.0703	11.4055
11.0703	11.0703
10.1607	11.006
10.1607	10.5499
9.95494	10.1413
9.22234	9.82574
8.9742	9.19315
8.9742	8.9742
8.74584	8.95542
8.66948	8.72583
8.63591	8.66746
8.63501	8.6358
8.51184	8.62201
8.40242	8.52179
8.38063	8.39857
8.38063	8.38063
8.38058	8.38063
8.3342	8.37512
8.31624	8.33309
8.26981	8.28893
7.91822	8.24578
7.91822	8.1195
7.62856	7.88414
7.62856	7.62856
7.62856	7.62856
7.62856	7.62856
7.35057	7.61221
7.1662	7.44763
6.59856	7.11145
6.59856	6.59856
6.59856	6.59856
6.59856	6.59856
6.59856	6.59856
6.26846	6.52908
6.26846	6.26846
6.26846	6.26846
6.26846	6.26846
6.26846	6.26846
6.26846	6.26846
6.26846	6.26846
6.26846	6.26846
6.24306	6.26697
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
6.24306	6.24306
